Index_1   ,Index_2   ,Filename_1               ,Filename_2               ,Str_sim        ,Eff_sim        ,Loose_sim      ,Connect   
3         ,4         ,lig_12.sdf               ,lig_13.sdf               ,0.74082        ,0.74082        ,0.74082        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:16,16:24,17:15,18:18,19:19,20:20,21:21,22:17,23:22,24:23
3         ,5         ,lig_12.sdf               ,lig_14.sdf               ,0.74082        ,0.74082        ,0.74082        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:22,16:23,17:15,18:16,19:17,20:18,21:19,23:21,24:20
3         ,6         ,lig_12.sdf               ,lig_15.sdf               ,0.81873        ,0.81873        ,0.81873        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:22,17:15,18:16,19:17,20:18,21:19,22:23,23:20,24:21
3         ,7         ,lig_12.sdf               ,lig_16.sdf               ,0.74082        ,0.74082        ,0.74082        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:16,16:24,17:15,18:18,19:19,20:20,21:21,22:17,23:22,24:23
3         ,8         ,lig_12.sdf               ,lig_2.sdf                ,0.70469        ,0.70469        ,0.70469        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:16,17:15,18:18,19:19,20:20,21:21,22:23,23:24,24:22
3         ,9         ,lig_12.sdf               ,lig_3.sdf                ,0.63763        ,0.63763        ,0.63763        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:16,17:15,18:19,19:20,20:21,21:22,22:23,23:24,24:17
3         ,10        ,lig_12.sdf               ,lig_4.sdf                ,0.77880        ,0.77880        ,0.77880        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:16,17:15,18:17,19:18,20:19,21:20,22:21,23:22,24:23
3         ,11        ,lig_12.sdf               ,lig_5.sdf                ,0.77880        ,0.77880        ,0.77880        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:16
3         ,12        ,lig_12.sdf               ,lig_6.sdf                ,0.70469        ,0.70469        ,0.70469        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:16,17:15,18:18,19:19,20:20,21:21,22:17,23:22,24:23
3         ,13        ,lig_12.sdf               ,lig_7.sdf                ,0.63763        ,0.63763        ,0.63763        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:16,17:15,18:19,19:20,20:21,21:22,22:17,23:23,24:24
3         ,14        ,lig_12.sdf               ,lig_8.sdf                ,0.70469        ,0.70469        ,0.70469        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:16,17:15,18:18,19:19,20:20,21:21,22:17,23:22,24:23
3         ,15        ,lig_12.sdf               ,lig_9.sdf                ,0.70469        ,0.70469        ,0.70469        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:16,17:15,18:18,19:19,20:20,21:21,22:17,23:22,24:23
3         ,16        ,lig_12.sdf               ,ligands.mol2             ,0.00000        ,0.00000        ,0.00000        ,No        ,
4         ,5         ,lig_13.sdf               ,lig_14.sdf               ,0.67032        ,0.67032        ,0.67032        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:22,18:16,19:17,20:18,21:19,22:21,23:20,24:23
4         ,6         ,lig_13.sdf               ,lig_15.sdf               ,0.74082        ,0.74082        ,0.74082        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:22,17:23,18:16,19:17,20:18,21:19,22:20,23:21
4         ,7         ,lig_13.sdf               ,lig_16.sdf               ,0.90484        ,0.90484        ,0.90484        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,26:25,27:26,29:27,30:28
4         ,8         ,lig_13.sdf               ,lig_2.sdf                ,0.74082        ,0.74082        ,0.74082        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:23,18:18,19:19,20:20,21:21,22:24,23:22,27:17
4         ,9         ,lig_13.sdf               ,lig_3.sdf                ,0.31664        ,0.31664        ,0.31664        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,16:16,17:23,18:19,19:20,20:21,21:22,22:24,23:17
4         ,10        ,lig_13.sdf               ,lig_4.sdf                ,0.86071        ,0.86071        ,0.86071        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:21,18:17,19:18,20:19,21:20,22:22,23:23,25:24,26:25,27:26
4         ,11        ,lig_13.sdf               ,lig_5.sdf                ,0.70469        ,0.70469        ,0.70469        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:17,16:15,17:22,18:18,19:19,20:20,21:21,22:23,23:16
4         ,12        ,lig_13.sdf               ,lig_6.sdf                ,0.95123        ,0.95123        ,0.95123        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,25:24,26:25,27:26,28:27,29:28,30:29
4         ,13        ,lig_13.sdf               ,lig_7.sdf                ,0.81873        ,0.81873        ,0.81873        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:19,19:20,20:21,21:22,22:23,23:24,25:25,26:26,27:27,30:18
4         ,14        ,lig_13.sdf               ,lig_8.sdf                ,0.86071        ,0.86071        ,0.86071        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23
4         ,15        ,lig_13.sdf               ,lig_9.sdf                ,0.90484        ,0.90484        ,0.90484        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,25:24,26:25,27:26,29:27,30:28
4         ,16        ,lig_13.sdf               ,ligands.mol2             ,0.00000        ,0.00000        ,0.00000        ,No        ,
5         ,6         ,lig_14.sdf               ,lig_15.sdf               ,0.90484        ,0.90484        ,0.90484        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:21,21:20,22:22
5         ,7         ,lig_14.sdf               ,lig_16.sdf               ,0.67032        ,0.67032        ,0.67032        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:18,17:19,18:20,19:21,20:23,21:22,22:16,23:24
5         ,8         ,lig_14.sdf               ,lig_2.sdf                ,0.67032        ,0.67032        ,0.67032        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:18,17:19,18:20,19:21,20:22,21:24,22:16
5         ,9         ,lig_14.sdf               ,lig_3.sdf                ,0.60653        ,0.60653        ,0.60653        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:19,17:20,18:21,19:22,20:17,21:24,22:16
5         ,10        ,lig_14.sdf               ,lig_4.sdf                ,0.74082        ,0.74082        ,0.74082        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:17,17:18,18:19,19:20,20:23,21:22,22:16
5         ,11        ,lig_14.sdf               ,lig_5.sdf                ,0.74082        ,0.74082        ,0.74082        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:17,16:18,17:19,18:20,19:21,20:16,21:23,22:15
5         ,12        ,lig_14.sdf               ,lig_6.sdf                ,0.67032        ,0.67032        ,0.67032        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:18,17:19,18:20,19:21,20:23,21:22,22:16
5         ,13        ,lig_14.sdf               ,lig_7.sdf                ,0.60653        ,0.60653        ,0.60653        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:19,17:20,18:21,19:22,20:24,21:23,22:16
5         ,14        ,lig_14.sdf               ,lig_8.sdf                ,0.67032        ,0.67032        ,0.67032        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:18,17:19,18:20,19:21,20:23,21:22,22:16
5         ,15        ,lig_14.sdf               ,lig_9.sdf                ,0.67032        ,0.67032        ,0.67032        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:18,17:19,18:20,19:21,20:23,21:22,22:16
5         ,16        ,lig_14.sdf               ,ligands.mol2             ,0.00000        ,0.00000        ,0.00000        ,No        ,
6         ,7         ,lig_15.sdf               ,lig_16.sdf               ,0.74082        ,0.74082        ,0.74082        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:18,17:19,18:20,19:21,20:22,21:23,22:16,23:17
6         ,8         ,lig_15.sdf               ,lig_2.sdf                ,0.70469        ,0.70469        ,0.70469        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:18,17:19,18:20,19:21,20:24,21:22,22:16,23:23
6         ,9         ,lig_15.sdf               ,lig_3.sdf                ,0.63763        ,0.63763        ,0.63763        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:19,17:20,18:21,19:22,20:24,21:17,22:16,23:23
6         ,10        ,lig_15.sdf               ,lig_4.sdf                ,0.77880        ,0.77880        ,0.77880        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:17,17:18,18:19,19:20,20:22,21:23,22:16,23:21
6         ,11        ,lig_15.sdf               ,lig_5.sdf                ,0.77880        ,0.77880        ,0.77880        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:17,16:18,17:19,18:20,19:21,20:23,21:16,22:15,23:22
6         ,12        ,lig_15.sdf               ,lig_6.sdf                ,0.70469        ,0.70469        ,0.70469        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:18,17:19,18:20,19:21,20:22,21:23,22:16,23:17
6         ,13        ,lig_15.sdf               ,lig_7.sdf                ,0.63763        ,0.63763        ,0.63763        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:19,17:20,18:21,19:22,20:23,21:24,22:16,23:17
6         ,14        ,lig_15.sdf               ,lig_8.sdf                ,0.70469        ,0.70469        ,0.70469        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:18,17:19,18:20,19:21,20:22,21:23,22:16,23:17
6         ,15        ,lig_15.sdf               ,lig_9.sdf                ,0.70469        ,0.70469        ,0.70469        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:18,17:19,18:20,19:21,20:22,21:23,22:16,23:17
6         ,16        ,lig_15.sdf               ,ligands.mol2             ,0.00000        ,0.00000        ,0.00000        ,No        ,
7         ,8         ,lig_16.sdf               ,lig_2.sdf                ,0.74082        ,0.74082        ,0.74082        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:23,18:18,19:19,20:20,21:21,22:24,23:22,26:17
7         ,9         ,lig_16.sdf               ,lig_3.sdf                ,0.31664        ,0.31664        ,0.31664        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,16:16,17:23,18:19,19:20,20:21,21:22,22:24,23:17
7         ,10        ,lig_16.sdf               ,lig_4.sdf                ,0.81873        ,0.81873        ,0.81873        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:21,18:17,19:18,20:19,21:20,22:22,23:23,25:25,26:26
